model_name,Ecuador,United_Arab_Emirates,Netherlands,Saudi,Malaysia,UAE,PanamaElect,Colombia,PanamaDL,Qatar,Singapore,Switzerland,MoldovaRed,Spain,MaryLandDL,MoldovaBlue,ColombiaCitizenID,SpainDL,Italy,Bedouin,Saudi_Arabia,Indonesia,Philippines,ColombiaOLDYellow,Oman,Peru,Portugal,EcuadorLicense,ColombiaDL,Kenya,MoldovaGrey,Uganda,Rwanda,Tunisia,Romania,MoldovaClient,ColombiaOLD,Jordan,MoldovaWhite,Panama,Moldova,Turkey,Kuwait,Bahrain,Virginia,grand_total
NATIVE_Allclass_Only-Card_Label-Smoothening_Weight-Decay_b32-p7_epoch_012_val_loss_0.283422.pt,100.0,99.757,89.706,95.64,97.348,94.408,91.224,90.929,96.882,95.248,97.704,96.429,98.827,98.546,99.038,97.697,98.098,98.208,93.764,91.072,95.238,97.448,99.228,99.673,97.167,97.754,94.753,100.0,98.81,96.25,98.918,99.174,98.058,99.474,99.511,100.0,98.399,99.047,98.479,93.373,88.12,98.631,97.723,96.13,99.839,96.453
