model_name,Saudi,Malaysia,UAE,Colombia,Qatar,Bahrain_Old,Spain,Italy,Indonesia,Philippines,ColombiaOLDYellow,Oman,Portugal,Uganda,Kuwait,Bahrain,grand_total
NATIVE_Allclass_Only-Card_Label-Smoothening_Weight-Decay_b32-p7_epoch_012_val_loss_0.283422.pt,86.207,98.907,97.143,50.0,84.337,100.0,0.0,100.0,100.0,100.0,0.0,97.898,100.0,96.875,97.872,86.61,93.536
