model_name,Ecuador,United_Arab_Emirates,Malaysia,PanamaElect,Colombia,PanamaDL,Qatar,OhioDL,California,Singapore,Connecticut,MoldovaRed,AlabamaDL,Spain,MaryLandDL,MoldovaBlue,ColombiaCitizenID,SpainDL,KansasDL,IdahoDL,Italy,OregonDL,Saudi_Arabia,Indonesia,Philippines,ColombiaOLDYellow,Oman,Peru,MontanaDL,Portugal,EcuadorLicense,ColombiaDL,MoldovaGrey,Uganda,MichiganDL,Tunisia,Bangladesh,Romania,WestVirginiaDL,ColombiaOLD,Jordan,MoldovaWhite,Panama,Moldova,Kuwait,Bahrain,Virginia,NorthDakotaDL,HawaliDL,grand_total
NATIVE_Allclass_Only-Card_Label-Smoothening_Weight-Decay_b32-p7_epoch_012_val_loss_0.283422.pt,100.0,99.486,95.507,97.059,99.681,100.0,99.154,98.291,100.0,98.44,100.0,100.0,100.0,97.674,100.0,100.0,97.959,100.0,100.0,98.319,97.304,100.0,90.234,99.833,99.864,98.333,99.034,97.897,100.0,94.571,100.0,98.684,98.765,96.552,100.0,99.573,100.0,99.463,100.0,100.0,99.585,100.0,98.649,96.736,98.629,97.191,100.0,100.0,100.0,98.284
