model_name,05_Aug,11_july,24_July,08_Aug,grand_total
NATIVE_Allclass_Only-Card_Label-Smoothening_Weight-Decay_b32-p7_epoch_012_val_loss_0.283422.pt,88.0,100.0,100.0,69.697,90.272
