model_name,United_Arab_Emirates,Malaysia,Qatar,Singapore,IdahoDL,Italy,Saudi_Arabia,Philippines,ColombiaOLDYellow,Oman,Portugal,ColombiaDL,Uganda,Tunisia,Bangladesh,Romania,Jordan,Kuwait,Bahrain,grand_total
NATIVE_Allclass_Only-Card_Label-Smoothening_Weight-Decay_b32-p7_epoch_012_val_loss_0.283422.pt,86.207,35.294,100.0,97.917,100.0,95.455,90.351,100.0,50.0,88.889,89.011,100.0,81.667,85.714,100.0,100.0,66.667,76.923,85.714,77.906
