model_name,Ecuador,United_Arab_Emirates,Saudi,Malaysia,PanamaElect,Colombia,PanamaDL,Qatar,MoldovaRed,Spain,MaryLandDL,MoldovaBlue,ColombiaCitizenID,SpainDL,Italy,Indonesia,Philippines,ColombiaOLDYellow,Oman,Peru,BrazilDL,Portugal,EcuadorLicense,ColombiaDL,MoldovaGrey,Uganda,ColombiaOLD,MoldovaWhite,Panama,Moldova,Kuwait,Bahrain,BahrainOld,Virginia,grand_total
NATIVE_Allclass_Only-Card_Label-Smoothening_Weight-Decay_b32-p7_epoch_012_val_loss_0.283422.pt,100.0,99.938,98.622,100.0,100.0,99.368,100.0,98.121,99.365,99.75,100.0,100.0,99.732,99.492,100.0,100.0,100.0,98.014,99.903,100.0,100.0,100.0,100.0,99.644,99.688,100.0,100.0,99.432,98.73,99.294,99.93,99.087,100.0,99.66,99.478
