model_name,United_Arab_Emirates,Netherlands,Saudi,Malaysia,UAE,PanamaElect,Colombia,PanamaDL,Qatar,Singapore,Switzerland,MoldovaRed,Spain,MaryLandDL,MoldovaBlue,SpainDL,Italy,Bedouin,Saudi_Arabia,Indonesia,Philippines,Oman,Peru,Portugal,ColombiaDL,Kenya,MoldovaGrey,Uganda,Tunisia,Romania,ColombiaOLD,Jordan,Panama,Moldova,Turkey,Kuwait,Bahrain,grand_total
NATIVE_Allclass_Only-Card_Label-Smoothening_Weight-Decay_b32-p7_epoch_012_val_loss_0.283422.pt,100.0,44.231,90.394,81.013,77.695,25.0,0.0,0.0,83.784,94.737,100.0,0.0,0.0,100.0,0.0,0.0,89.13,52.941,14.286,33.333,100.0,85.978,100.0,71.271,16.667,33.333,0.0,84.158,80.0,90.667,0.0,100.0,14.286,58.621,82.353,92.92,77.57,79.092
